ECO,name,moves
B10,"Scorpion-Horus Gambit, Caro-Kann",e4 c6 Nc3 d5 d3 dxe4 Bg5
B11,"Two Knights Attack, Caro Kann",e4 c6 Nc3 d5 Nf3
B11,"Mindeno Variation, Caro-Kann",e4 c6 Nc3 d5 Nf3 Bg4
B11,"Retreat Line, Mindeno Variation, Caro-Kann",e4 c6 Nc3 d5 Nf3 Bg4 h3 Bh5
B12,"Hector Gambit, Caro",e4 c6 Nc3 d5 Nf3 dxe4 Ng5
B10,"Goldman Variation, Caro",e4 c6 Nc3 d5 Qf3
B10,"Two Knights Variation, Caro",e4 c6 Nf3 d5 Nc3
B01,Center Counter; Scandanavian; B01,e4 d5
B01,"Zilbermints Gambit, Center Counter",e4 d5 b4
B01,"Blackbunre-Kloosterboer Gambit, Center Counter",e4 d5 exd5 c6 dxc6 e5
B01,"Atkinson (Kloosterboer) Variation, Center Counter",e4 d5 exd5 c6 dxc6 e5
B01,"Blackburne Gambit, Center Counter",e4 d5 exd5 c6 dxc6 Nxc6
B01,"Boehnke Gambit, Center Counter",e4 d5 exd5 e5
B01,"Boehnke Gambit Accepted, Center Counter",e4 d5 exd5 e5 dxe6 Bxe6
B01,"Marshall Gambit, Scandanavian G; Modern Variation, CC",e4 d5 exd5 Nf6
B01,"Panov Transfer, Center Counter",e4 d5 exd5 Nf6 c4 c6
B01,"Icelandic-Palme Gambit, CC",e4 d5 exd5 Nf6 c4 e6
B01,"Portuguese Variation, Center Counter",e4 d5 exd5 Nf6 d4 Bg4
B01,"Portuguese Gambit, Center Counter",e4 d5 exd5 Nf6 d4 Bg4 f3 Bf5 Bb5+ Nbd7
B01,"Kadas Gambit, Center Counter",e4 d5 exd5 Nf6 d4 c6 dxc6 e5
B01,"Wing Gambit, Center Counter",e4 d5 exd5 Nf6 d4 g6 c4 b5
B01,"Marshall Variation, Center Counter",e4 d5 exd5 Nf6 d4 Nxd5
B01,"Kiel Variation, Center Counter",e4 d5 exd5 Nf6 d4 Nxd5 c4 Nb4
B01,"Tomalty Gambit, Center Counter",e4 d5 exd5 Nf6 d4 Nxd5 c4 Nf6 Nc3 c5
B01,"Gipslis Variation, Center Counter",e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Bg4
B01,"Richter Variation, Center Counter",e4 d5 exd5 Nf6 d4 Nxd5 Nf3 g6
B01,"Mieses-Kotroc Variation, Center Counter",e4 d5 exd5 Qxd5
B01,"Leonhardt (Rosen) Gambit, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qa5 b4
B01,"Anderssen Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5
B01,"Collijn Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 Nf3 Bg4
B01,"Mieses Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6
B01,"Gruenfeld Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bf5 Ne5 c6 g4
B01,"Lasker Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bg4 h3
B01,"Gubinsky-Melts Defense, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qd6
B01,"Schiller-Pytel Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qd6 d4 c6
B01,"Bronstein Variation, Center Counter",e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Nf3 a6
B01,Closed Scandavian,e4 d5 Nc3
B07,B07,e4 d6
B07,"Maroczy Defense, Pirc",e4 d6 d4 e5
B07,"Philidor Gambit, Pirc",e4 d6 d4 e5 dxe5 Bd7
B07,Small Center Defense,e4 d6 d4 e6
B07,"Balogh Defense, Pirc",e4 d6 d4 f5
B07,Pirc Defense,e4 d6 d4 Nf6
B07,"Lion's Jaw, Pirc",e4 d6 d4 Nf6 f3
B07,Czech Defense,e4 d6 d4 Nf6 Nc3 c6
B07,Pirc; Ufimtsev; Antal Defense,e4 d6 d4 Nf6 Nc3 g6
B07,"Kholmov System, Pirc",e4 d6 d4 Nf6 Nc3 g6 Bc4
B07,"Classical System, Pirc",e4 d6 d4 Nf6 Nc3 g6 Be2
B07,"Chinese Variation, Pirc",e4 d6 d4 Nf6 Nc3 g6 Be2 Bg7 g4
B07,"Bayonet Attack, Pirc",e4 d6 d4 Nf6 Nc3 g6 Be2 Bg7 h4
B07,"Sveshnikov-Jansa Attack, Pirc",e4 d6 d4 Nf6 Nc3 g6 Be3 c6 h3
B07,150 Attack,e4 d6 d4 Nf6 Nc3 g6 Be3 c6 Qd2
B07,"Panov; Opatijav; Byrne Variation, Pirc",e4 d6 d4 Nf6 Nc3 g6 Bg5
B09,"Austrian Attack, Pirc; B09",e4 d6 d4 Nf6 Nc3 g6 f4
B09,"Ljubojevic Variation, Pirc",e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Bc4
B09,"Austrian; Yugoslav Defense, Pirc",e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3
B09,"Dragon Formation, Pirc",e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 c5
B09,"Weiss Variation, Pirc",e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Bd3
B09,"Kurajica Variation, Pirc",e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Be3
B09,"Unzicker Attack, Pirc",e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O e5
B08,B08,e4 d6 d4 Nf6 Nc3 g6 Nf3
B08,"Two Knights System, Pirc",e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7
B08,"Quiet System, Pirc",e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be2
B08,"Parma Defense, Pirc",e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be2 O-O O-O Bg4
B08,"Czech Defense, Pirc",e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be2 O-O O-O c6
B08,"Chigorin Line, Pirc",e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be2 O-O O-O Nc6
B08,"Schlechter Variation, Pirc",e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 h3
B07,Anti-Philidor,e4 d6 d4 Nf6 Nc3 Nbd7 f4
B07,"Roscher Gambit, Pirc",e4 d6 d4 Nf6 Nf3
C20,King Pawn Game; C20,e4 e5
C20,Mengarini Opening,e4 e5 a3
C20,Portuguese Opening,e4 e5 Bb5
C20,Miguel Gambit,e4 e5 Bb5 Bc5 b4
C23,Bishop's Opening; C23,e4 e5 Bc4
C23,Anderssen Gambit,e4 e5 Bc4 b5 Bxb5 c6
C23,Thorold Gambit,e4 e5 Bc4 b5 Bxb5 f5
C23,"Classical Variation, Bishop; Boi Variation",e4 e5 Bc4 Bc5
C23,"MacDonnell Gambit, Bishop",e4 e5 Bc4 Bc5 b4
C23,"Labourdonnais-Denker Gambit, Bishop",e4 e5 Bc4 Bc5 b4 Bxb4 c3
C23,"McDonnell Double Gambit, Bishop",e4 e5 Bc4 Bc5 b4 Bxb4 f4
C23,"Philidor Variation, Bishop",e4 e5 Bc4 Bc5 c3
C23,"Lewis Counter-Gambit, Bishop",e4 e5 Bc4 Bc5 c3 d5
C23,"Lewis Countergambit, Bishop",e4 e5 Bc4 Bc5 c3 d5 Bxd5 Nf6
C23,"Walker Variation, Bishop",e4 e5 Bc4 Bc5 c3 d5 Bxd5 Nf6 d4
C23,"Lewis Gambit, Bishop",e4 e5 Bc4 Bc5 d4
C23,"Stein Gambit, Bishop",e4 e5 Bc4 Bc5 f4
C23,"Lopez Variation, Bishop",e4 e5 Bc4 Bc5 Qe2
C23,"Lopez Gambit, Bishop",e4 e5 Bc4 Bc5 Qe2 Nf6 f4
C23,"Khan Gambit, Bishop",e4 e5 Bc4 d5
C23,"King's Gambit Reversed, Bishop",e4 e5 Bc4 f5
C23,Calabrese Counter-Gambit,e4 e5 Bc4 f5
C24,"Berlin Defense, Bishop; C24",e4 e5 Bc4 Nf6
C24,"Spielmann Attack, Bishop",e4 e5 Bc4 Nf6 d3 Bc5 Nc3
C24,"Kitchner Folly, Bishop",e4 e5 Bc4 Nf6 d3 Be7 Nf3 O-O
C24,"Vienna Hybrid, Bishop",e4 e5 Bc4 Nf6 d3 Nc6 Nc3
C24,"Hromadka Variation, Bishop",e4 e5 Bc4 Nf6 d3 Nc6 Nc3 Bb4 Ne2
C24,"Ponziani Center Gambit, Bishop",e4 e5 Bc4 Nf6 d4
C24,"Warsaw Gambit, Bishop",e4 e5 Bc4 Nf6 d4 exd4 c3
C24,Urusov; Ouroussoff; Keidansky G,e4 e5 Bc4 Nf6 d4 exd4 Nf3
C24,"Keidansky Gambit, Bishop",e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4
C23,"Kreijcik Gambit, Bishop",e4 e5 Bc4 Nf6 f3 Bc5 Ne2 Nc6 b4
C23,"Greco Gambit, Bishop",e4 e5 Bc4 Nf6 f4
C23,"Horwitz Gambit, Bishop",e4 e5 Bc4 Nf6 Nc3 b5
C23,"Blanel Gambit, Bishop",e4 e5 Bc4 Nf6 Nc3 Nxe4
C23,"Paschmann Gambit, Bishop",e4 e5 Bc4 Nf6 Ne2 Nxe4 Nec3
C20,Tortoise Opening,e4 e5 Bd3
C20,Macleod Attack,e4 e5 c3
C20,Norwalder Gambit,e4 e5 c3 d5 Qh5 Bd6
C20,Lasa Gambit,e4 e5 c3 f5
C20,Whale Opening,e4 e5 c4
C20,Bavarian Gambit,e4 e5 c4 d5
C20,Clam Variation; Leonardis Variation,e4 e5 d3
C20,Indian Opening,e4 e5 d3
C20,Weber Gambit,e4 e5 d3 d5 exd5 c6 dxc6 Nxc6
C20,King's Gambit Reversed,e4 e5 d3 f5
C20,Radisch Gambit,e4 e5 d3 Nf6 f4 Bc5
C21,Center Game; C21,e4 e5 d4
C21,Beyer Gambit,e4 e5 d4 d5
C21,Philidor Gambit,e4 e5 d4 d6 dxe5 Bd7
C21,Center Game Accepted,e4 e5 d4 exd4
C21,Von der Lasa Gambit,e4 e5 d4 exd4 Bc4
C21,"Ross Gambit, Center",e4 e5 d4 exd4 Bd3
C21,Danish Gambit,e4 e5 d4 exd4 c3
C21,"Sorensen Defense, Center",e4 e5 d4 exd4 c3 d5
C21,Danish Gambit Accepted,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2
C21,"Copenhagen Defense, Danish Gambit",e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Bb4+
C21,"Schlechter Defense, Center",e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 d5
C21,"Classical Defense, Danish Gambit",e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nf6
C21,"Chigorin Defense, Danish Gambit",e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Qe7
C21,"Svenonius Defense, Center",e4 e5 d4 exd4 c3 Ne7
C21,Halasz-McDonnell Gambit,e4 e5 d4 exd4 f4
C21,"Crocodile Variation, Center Game",e4 e5 d4 exd4 f4 Bc5 Nf3 Nc6 c3
C21,"Lanc-Arnold Gambit, Center",e4 e5 d4 exd4 Nf3 Bc5 c3
C21,"Scippler Gambit, Center",e4 e5 d4 exd4 Nf3 Bc5 c3 dxc3 Bc4
C22,C22,e4 e5 d4 exd4 Qxd4
C22,"Hall Variation, Center",e4 e5 d4 exd4 Qxd4 Nc6 Qc4
C22,"Paulsen Attack Variation, Center",e4 e5 d4 exd4 Qxd4 Nc6 Qe3
C22,"Berger Variation, Center",e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nf6
C22,"Kupreichik Variation, Center",e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nf6 Nc3 Bb4 Bd2 O-O O-O-O Re8 Bc4
C20,King's Head,e4 e5 f3
C20,Walkerling,e4 e5 f3 Nf6
C20,Krejcik Gambit,e4 e5 f3 Nf6 Bc4 Bc5 Ne2 Nc6 b4
C20,King's Head Opening,e4 e5 f3 Nf6 Nc3
C30,King's Gambit; C30,e4 e5 f4
C30,"Classical Defense, KGD",e4 e5 f4 Bc5
C30,"Heath Variation, KGD; Rotlewi Countergambit",e4 e5 f4 Bc5 Nf3 d6 b4
C30,"Marshall (Euwe) Attack, KGD",e4 e5 f4 Bc5 Nf3 d6 c3 Bg4 fxe5 dxe5 Qa4+
C30,"Rubinstein Countergambit, KGD",e4 e5 f4 Bc5 Nf3 d6 c3 f5
C30,"Svenonius Variation, KGD",e4 e5 f4 Bc5 Nf3 d6 Nc3 Nf6 Bc4 Nc6 d3 Bg4
C30,"Senechaud Counter-Gambit, KGD",e4 e5 f4 Bc5 Nf3 g5
C30,"Mafia Defense, KGD",e4 e5 f4 c5
C31,"Falkbeer Counter-Gambit, KGD; C31",e4 e5 f4 d5
C31,"Hinrichsen Gambit, KGD",e4 e5 f4 d5 d4
C31,"Falkbeer Countergambit Accepted, KGD",e4 e5 f4 d5 exd5
C31,"Miles Gambit, KGD",e4 e5 f4 d5 exd5 Bc5
C31,"Nimzovich-Marshall Variation, KGD",e4 e5 f4 d5 exd5 c6
C31,"Marshall C-G, KGD",e4 e5 f4 d5 exd5 c6
C31,"Pickler Gambit, KGD",e4 e5 f4 d5 exd5 c6 dxc6 Bc5
C32,"Staunton Line, KGD; C32",e4 e5 f4 d5 exd5 e4
C31,"Nimzovich Variation, KGD; Anderssen Attack",e4 e5 f4 d5 exd5 e4 Bb5+
C32,"Reti (Charousek) Variation, KGD",e4 e5 f4 d5 exd5 e4 d3
C32,"Morphy Defense, KGD",e4 e5 f4 d5 exd5 e4 d3 Nf6 Nc3 Bb4 Bd2 e3
C32,"Keres Variation, KGD",e4 e5 f4 d5 exd5 e4 d3 Nf6 Nd2
C32,"Old Line, Falkbeer Countergambit, KGD",e4 e5 f4 d5 exd5 e4 d3 Nf6 Qe2
C32,"Modern Transfer, Falkbeer Countergambit, KGD",e4 e5 f4 d5 exd5 exf4
C31,"Blackbunre Attack, KGD",e4 e5 f4 d5 Nf3
C33,King's Gambit Accepted; C33,e4 e5 f4 exf4
C33,"Orsini Gambit, KGA",e4 e5 f4 exf4 b3
C33,"Schurig Gambit, KGA",e4 e5 f4 exf4 Bb5
C33,"Bishop's Gambit, KGA",e4 e5 f4 exf4 Bc4
C33,"Kieseritzky Gambit, Bishop's Gambit, KGA",e4 e5 f4 exf4 Bc4 b5
C33,"Lopez Defense, KGA",e4 e5 f4 exf4 Bc4 c6
C33,"Bledow; Morphy Defense, KGA",e4 e5 f4 exf4 Bc4 d5
C33,"Bledow Countergambit, KGA",e4 e5 f4 exf4 Bc4 d5 Bxd5 Nf6
C33,"Gianutio Counter-Gambit, KGA",e4 e5 f4 exf4 Bc4 f5
C33,"Anderssen Defense, KGA",e4 e5 f4 exf4 Bc4 g5
C33,"Maurian Defense, KGA",e4 e5 f4 exf4 Bc4 Nc6
C33,Cozio; Hanneken; Prussian; Lichtenhein,e4 e5 f4 exf4 Bc4 Nf6
C33,"Bogoljubow Variation, KGA",e4 e5 f4 exf4 Bc4 Nf6 Nc3
C33,"Bogoljubov; Jaenisch Variation, KGA",e4 e5 f4 exf4 Bc4 Nf6 Nc3 c6
C33,"Bryan; Kieseritzky Gambit, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 b5
C33,"Greco Variation, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Bc5
C33,"Cozio Variation, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 d6
C33,"Classical Defense, KGA; Lopez Variation",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 g5
C33,"Grimm Attack, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 g5 Nc3 Bg7 d4 d6 e5
C33,"MacDonnell Attack, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 g5 Nc3 Bg7 d4 Ne7 g3
C33,"McDonnell Attack, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 g5 Nc3 Bg7 g3
C33,"Fraser Variation, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 g5 Nc3 Bg7 g3 fxg3 Qf3
C33,"Cozio Attack, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 g5 Qf3
C33,"Boden Variation, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Nc6
C33,"Jaenisch Variation, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Nf6
C33,"Jaenisch Variation, KGA",e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Qf6
C33,Lesser Bishop; Tartakower,e4 e5 f4 exf4 Be2
C33,"Weiss Defense, KGA",e4 e5 f4 exf4 Be2 f5 exf5 d6
C33,"Central; Polerio; Willemson, Steinitz",e4 e5 f4 exf4 d4
C33,"Gaga Gambit, KGA",e4 e5 f4 exf4 g3
C33,"Gama Gambit, KGA",e4 e5 f4 exf4 g3 fxg3 Nf3
C33,"Leonardo (Stamma) Gambit, KGA",e4 e5 f4 exf4 h4
C33,"Drunken King, KGA",e4 e5 f4 exf4 Kf2
C33,"Tumbleweed; King's Own, KGA",e4 e5 f4 exf4 Kf2
C33,"Keres, Mason, Parnu, Requena",e4 e5 f4 exf4 Nc3
C33,"Requena Gambit, KGA",e4 e5 f4 exf4 Nc3 Qh4+
C33,"Paris Gambit, KGA",e4 e5 f4 exf4 Ne2
C34,"King's Knight Gambit, KGA; C34",e4 e5 f4 exf4 Nf3
C35,"Cunningham Gambit, KGA; C35",e4 e5 f4 exf4 Nf3 Be7
C35,"Wild Cunningham Gambit, KGA",e4 e5 f4 exf4 Nf3 Be7 Bc4 Bh4+
C35,"Bertin; Three Pawns Gambit, KGA",e4 e5 f4 exf4 Nf3 Be7 Bc4 Bh4+ g3
C35,"Neo-Cunningham Gambit, KGA; McCormick Defense",e4 e5 f4 exf4 Nf3 Be7 Bc4 Nf6
C36,"Scandinavian Variation, KGA; Modern Defense, KGA; C36",e4 e5 f4 exf4 Nf3 d5
C36,"Abbazia Defense, KGA",e4 e5 f4 exf4 Nf3 d5 exd5 Nf6
C34,"Fischer Defense, KGA",e4 e5 f4 exf4 Nf3 d6
C34,"Schulder Gambit, KGA",e4 e5 f4 exf4 Nf3 d6 b4
C34,"Gianutio Countergambit, KGA",e4 e5 f4 exf4 Nf3 f5
C37,C37,e4 e5 f4 exf4 Nf3 g5
C37,"Ghulam Kassim; Koch Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4
C38,"Traditional Variation, KGA; C38",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7
C38,"Mayet Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 d4 d6 c3
C38,"Philidor Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 h4
C38,"Greco Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 h4 h6 d4 d6
C38,"Greco; Calabrian Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 h4 h6 d4 d6 hxg5 hxg5 Rxh8 Rxh8 Nc3
C38,"Schultz Variation, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 h4 h6 d4 d6 Qd3
C38,"Hanstein Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 O-O
C37,"Middleton Counter-Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 d6 O-O Bg4 h3 h5 hxg4
C37,"Greco-Lolli; Wild Muzio Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Bxf7+
C37,"Young Variation, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Bxf7+ Kxf7 O-O gxf3 Qxf3 Qf6 d4 Qxd4+ Be3
C37,"Koch; Ghulam Kassim Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 d4
C37,Kotov Gambit,e4 e5 f4 exf4 Nf3 g5 Bc4 g4 d4 gxf3 Bxf4
C37,"Ghulam-Kassim Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 d4 gxf3 Qxf3
C37,"Australian Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 h4
C37,"MacDonnell Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Nc3
C37,"Salvio Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5
C37,"Cochrane Variation, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5  Qh4+ Kf1 f3
C37,"Herzfeld; Portuguese; Vienna, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5  Qh4+ Kf1 Nc6
C37,"Santa Maria Defense, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5  Qh4+ Kf1 Nf6
C37,"Silberschmidt Variation, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5  Qh4+ Kf1 Nh6
C37,"Anderssen Counter-Attack, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 Ne5 Qh4+ Kf1 Nh6 d4 d6
C37,"Muzio-Polerio Gambit, KGA; Wild Muzio",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O
C37,"Brentano Defense, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O d5
C37,"Holloway Defense, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Nc6
C37,"From Defense, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qe7
C37,"Sarratt Defense, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6
C37,"Young Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6 Bxf7+ Kxf7 d4 Qxd4+ Be3 Qf6
C37,"Double Muzio Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6 e5 Qxe5 Bxf7+
C37,"Paulsen Defense, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6 e5 Qxe5 d3 Bh6 Nc3 Ne7 Bd2
C37,"Bello Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6 Nc3
C37,"Baldwin Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6 Nc3 Qd4+ Kh1 Qxc4 Nd5
C37,"Kling & Horwitz Counter-Attack, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O Qe7
C37,"Blachy Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 Bc4 Nc6
C37,"Rosentreter Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 d4
C37,"Soerensen Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 d4 Bg4 Nc3
C37,"Sorensen Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 d4 Bg4 Ne5
C37,"Bird Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 d4 Bg4 Ne5 Qh4+ g3
C37,"Rosentreter-Testa Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 d4 g4 Bxf4
C39,C39,e4 e5 f4 exf4 Nf3 g5 h4
C39,"Kieseritzky Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5
C39,"Paulsen Defense, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Bg7
C39,"Campbell; Brentano; Morphy Var, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 d5
C39,"Green; Kolisch Variation, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 d6
C39,"Long Whip Variation, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 h5
C39,"Cotter Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 h6 Nxf7
C39,"Neumann Defense, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nc6
C39,"Berlin Defense, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6
C39,"Anderssen Defense, Kieseritsky Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Bc4 d5 exd5 Bd6
C39,"Anderssen-Cordel Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Bc4 d5 exd5 Bd6 d4 Nh5 Bxf4 Nxf4
C39,"Rice Gambit, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Bc4 d5 exd5 Bd6 O-O
C39,"Rice Gambit Accepted, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Bc4 d5 exd5 Bd6 O-O Bxe5
C39,"Paulsen Defense Deferred, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Bc4 d5 exd5 Bg7
C39,"Rubinstein Variation, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 d4
C39,"Riviere Variation, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Nxg4 d5
C39,"Rosenthal; Stockwhip Var, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Qe7
C39,"Allgaier; Cotter Cambit, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5
C39,"Walker (Urusov) Attack, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 Bc4+
C39,"Urusov Attack, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 Bc4+ d5 Bxd5+ Ke8 d4
C39,"Thorold Attack, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 d4
C39,"Horny Defense, KGA",e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 Qxg4 Nf6 Qxf4
C37,"Quaade; Taylor Variation, KGA",e4 e5 f4 exf4 Nf3 g5 Nc3
C34,"Becker; Anti-Kieseritzky Var, KGA",e4 e5 f4 exf4 Nf3 h6
C34,"MacLeod Defense, KGA",e4 e5 f4 exf4 Nf3 Nc6
C34,"Bonsch-Osmolovsky Variation, KGA",e4 e5 f4 exf4 Nf3 Ne7
C34,"Schallop Defense, KGA",e4 e5 f4 exf4 Nf3 Nf6
C34,"Tashkent Attack, KGA",e4 e5 f4 exf4 Nf3 Nf6 e5 Nh5 g4
C33,"Eisenberg Variation, KGA",e4 e5 f4 exf4 Nh3
C33,"Basman Gambit, KGA",e4 e5 f4 exf4 Qe2
C33,"Bilguer-Mirage Variation, KGA",e4 e5 f4 exf4 Qe2
C33,"Breyer; Hungarian; Carrera, KGA",e4 e5 f4 exf4 Qf3
C33,"Dodo Gambit, KGA",e4 e5 f4 exf4 Qg4
C33,"Carrera Gambit, KGA",e4 e5 f4 exf4 Qh5
C30,"Panteldakis Countergambit, KGD",e4 e5 f4 f5
C30,"Soller-Zilbermints Gambit, KGD",e4 e5 f4 f6 fxe5 Nc6
C30,Zilbermints Double Countergambit; KGD,e4 e5 f4 g5
C30,"Queen's Knight Defense, KGD",e4 e5 f4 Nc6
C30,"Miles Defense, KGD",e4 e5 f4 Nc6 Nf3 f5
C30,"Zilbermints Double Gambit I, KGD",e4 e5 f4 Nc6 Nf3 g5
C30,"Petrov's Defense, KGD",e4 e5 f4 Nf6
